timestamp,Soil humidity 1,Air temperature (C),Air humidity (%),Pressure (KPa)
12/03/2019 6:10,57.11,19.79,32.15,101.33
12/03/2019 6:15,57.06,19.74,32.06,101.34
12/03/2019 6:20,57,19.7,31.96,101.34
12/03/2019 6:25,56.94,19.67,31.97,101.34
12/03/2019 6:30,56.89,19.64,31.98,101.34
12/03/2019 6:35,56.83,19.67,31.48,101.34
12/03/2019 6:40,56.78,19.7,30.97,101.35
12/03/2019 6:45,56.72,19.72,30.48,101.35
12/03/2019 6:50,56.67,19.74,29.99,101.35
12/03/2019 6:55,56.61,19.72,29.84,101.35
12/03/2019 7:00,56.56,19.69,29.69,101.36
12/03/2019 7:05,56.5,19.69,29.08,101.36
12/03/2019 7:10,56.44,19.69,28.47,101.37
12/03/2019 7:15,56.39,19.76,27.91,101.38
12/03/2019 7:20,56.33,19.83,27.35,101.38
12/03/2019 7:25,56.28,19.89,26.8,101.39
12/03/2019 7:30,56.22,19.96,26.24,101.4
12/03/2019 7:35,56.17,20.13,25.64,101.4
12/03/2019 7:40,56.11,20.31,25.04,101.41
12/03/2019 7:45,56.06,20.57,24.32,101.42
12/03/2019 7:50,56,20.83,23.6,101.43
12/03/2019 7:55,55.92,21.14,22.76,101.43
12/03/2019 8:00,55.83,21.46,21.91,101.43
12/03/2019 8:05,55.75,21.83,21.18,101.44
12/03/2019 8:10,55.67,22.19,20.45,101.45
12/03/2019 8:15,55.58,22.65,19.56,101.46
12/03/2019 8:20,55.5,23.11,18.66,101.47
12/03/2019 8:25,55.42,23.7,17.54,101.48
12/03/2019 8:30,55.33,24.29,16.41,101.48
12/03/2019 8:35,55.25,24.82,15.34,101.48
12/03/2019 8:40,55.17,25.34,14.27,101.48
12/03/2019 8:45,55.08,25.9,13.34,101.49
12/03/2019 8:50,55,26.46,12.4,101.5
12/03/2019 8:55,54.92,26.78,11.72,101.5
12/03/2019 9:00,54.83,27.1,11.03,101.51
12/03/2019 9:05,54.75,27.51,10.8,101.52
12/03/2019 9:10,54.67,27.91,10.58,101.54
12/03/2019 9:15,54.58,29.29,9.62,101.56
12/03/2019 9:20,54.5,30.68,8.67,101.58
12/03/2019 9:25,54.42,29.92,9.17,101.57
12/03/2019 9:30,54.33,29.16,9.67,101.56
12/03/2019 9:35,54.25,29.53,9.43,101.56
12/03/2019 9:40,54.17,29.9,9.2,101.57
12/03/2019 9:45,54.08,30.28,8.96,101.57
12/03/2019 9:50,54,30.65,8.73,101.57
12/03/2019 9:55,53.92,31.02,8.49,101.58
12/03/2019 10:00,53.83,31.39,8.25,101.58
12/03/2019 10:05,53.75,31.76,8.02,101.58
12/03/2019 10:10,53.67,32.14,7.78,101.58
12/03/2019 10:15,53.58,32.51,7.55,101.59
12/03/2019 10:20,53.5,32.88,7.31,101.59
12/03/2019 10:25,53.42,33.23,7.18,101.59
12/03/2019 10:30,53.33,33.58,7.06,101.59
12/03/2019 10:35,53.25,33.77,6.82,101.59
12/03/2019 10:40,53.17,33.96,6.59,101.59
12/03/2019 10:45,53.08,34.15,6.36,101.59
12/03/2019 10:50,53,34.34,6.12,101.59
12/03/2019 10:55,52.92,34.48,5.9,101.58
12/03/2019 11:00,52.83,34.62,5.68,101.58
12/03/2019 11:05,52.75,34.87,5.46,101.57
12/03/2019 11:10,52.67,35.12,5.24,101.57
12/03/2019 11:15,52.58,35.46,5.16,101.57
12/03/2019 11:20,52.5,35.8,5.07,101.57
12/03/2019 11:25,52.42,35.98,4.91,101.56
12/03/2019 11:30,52.33,36.16,4.75,101.55
12/03/2019 11:35,52.25,36.02,4.72,101.54
12/03/2019 11:40,52.17,35.88,4.69,101.54
12/03/2019 11:45,52.08,36.17,4.72,101.54
12/03/2019 11:50,52,36.46,4.75,101.53
12/03/2019 11:55,51.92,36.5,4.51,101.52
12/03/2019 12:00,51.83,36.55,4.27,101.51
12/03/2019 12:05,51.75,36.38,4.22,101.5
12/03/2019 12:10,51.67,36.22,4.16,101.48
12/03/2019 12:15,51.58,36.28,4.04,101.48
12/03/2019 12:20,51.5,36.34,3.91,101.47
12/03/2019 12:25,51.42,36.37,3.9,101.46
12/03/2019 12:30,51.33,36.4,3.9,101.45
12/03/2019 12:35,51.25,36.64,3.84,101.44
12/03/2019 12:40,51.17,36.88,3.78,101.44
12/03/2019 12:45,51.08,37.01,3.76,101.44
12/03/2019 12:50,51,37.14,3.74,101.43
12/03/2019 12:55,50.92,36.61,3.85,101.43
12/03/2019 13:00,50.83,36.07,3.96,101.42
12/03/2019 13:05,50.75,36.18,4.03,101.4
12/03/2019 13:10,50.67,36.29,4.09,101.39
12/03/2019 13:15,50.58,36.75,3.83,101.38
12/03/2019 13:20,50.5,37.21,3.57,101.37
12/03/2019 13:25,50.42,37.44,3.43,101.36
12/03/2019 13:30,50.33,37.67,3.3,101.36
12/03/2019 13:35,50.25,37.75,3.18,101.35
12/03/2019 13:40,50.17,37.82,3.06,101.34
12/03/2019 13:45,50.08,37.82,2.98,101.33
12/03/2019 13:50,50,37.82,2.9,101.32
12/03/2019 13:55,50.03,37.64,2.94,101.31
12/03/2019 14:00,50.05,37.45,2.97,101.3
12/03/2019 14:05,50.08,37.22,3.04,101.29
12/03/2019 14:10,50.11,36.98,3.12,101.28
12/03/2019 14:15,50.14,36.85,3.24,101.27
12/03/2019 14:20,50.16,36.72,3.35,101.26
12/03/2019 14:25,50.19,36.52,3.26,101.26
12/03/2019 14:30,50.22,36.31,3.18,101.25
12/03/2019 14:35,50.24,36.44,3.2,101.24
12/03/2019 14:40,50.27,36.56,3.23,101.23
12/03/2019 14:45,50.3,36.7,3.36,101.22
12/03/2019 14:50,50.32,36.84,3.49,101.21
12/03/2019 14:55,50.35,36.61,3.44,101.2
12/03/2019 15:00,50.38,36.37,3.39,101.2
12/03/2019 15:05,50.41,36.42,3.32,101.19
12/03/2019 15:10,50.43,36.47,3.24,101.18
12/03/2019 15:15,50.46,36.74,3.27,101.18
12/03/2019 15:20,50.49,37.01,3.3,101.17
12/03/2019 15:25,50.51,36.88,3.04,101.16
12/03/2019 15:30,50.54,36.74,2.78,101.15
12/03/2019 15:35,50.57,36.48,2.73,101.14
12/03/2019 15:40,50.59,36.21,2.68,101.13
12/03/2019 15:45,50.62,36.14,2.65,101.12
12/03/2019 15:50,50.65,36.07,2.62,101.12
12/03/2019 15:55,50.68,36.1,2.74,101.12
12/03/2019 16:00,50.7,36.13,2.86,101.11
12/03/2019 16:05,50.73,36.14,2.78,101.1
12/03/2019 16:10,50.76,36.14,2.71,101.1
12/03/2019 16:15,50.78,35.89,2.88,101.1
12/03/2019 16:20,50.81,35.74,2.57,101.1
12/03/2019 16:25,50.84,35.58,2.26,101.09
12/03/2019 16:30,50.86,35.63,2.42,101.08
12/03/2019 16:35,50.89,35.68,2.59,101.08
12/03/2019 16:40,50.92,35.52,2.37,101.08
12/03/2019 16:45,50.95,35.35,2.15,101.08
12/03/2019 16:50,50.97,35.33,2.3,101.07
12/03/2019 16:55,51,35.3,2.44,101.07
12/03/2019 17:00,51.18,35.19,2.42,101.07
12/03/2019 17:05,51.35,35.08,2.41,101.07
12/03/2019 17:10,51.53,34.92,2.46,101.07
12/03/2019 17:15,51.71,34.76,2.52,101.08
12/03/2019 17:20,51.89,34.6,2.32,101.08
12/03/2019 17:25,52.06,34.43,2.11,101.09
12/03/2019 17:30,52.24,34.33,2.36,101.09
12/03/2019 17:35,52.42,34.22,2.61,101.09
12/03/2019 17:40,52.59,34.07,3.22,101.08
12/03/2019 17:45,52.77,33.92,3.82,101.08
12/03/2019 17:50,52.95,33.56,5,101.08
12/03/2019 17:55,53.12,33.21,6.19,101.08
12/03/2019 18:00,53.3,33.05,5.53,101.07
12/03/2019 18:05,53.48,32.89,4.87,101.07
12/03/2019 18:10,53.66,32.62,6.15,101.07
12/03/2019 18:15,53.83,32.34,7.43,101.07
12/03/2019 18:20,54.01,32.05,7.76,101.07
12/03/2019 18:25,54.19,31.76,8.1,101.08
12/03/2019 18:30,54.36,31.53,8.12,101.08
12/03/2019 18:35,54.54,31.3,8.14,101.08
12/03/2019 18:40,54.72,31.06,8.17,101.08
12/03/2019 18:45,54.9,30.83,8.19,101.08
12/03/2019 18:50,55.07,30.62,8.29,101.08
12/03/2019 18:55,55.25,30.41,8.39,101.09
12/03/2019 19:00,55.43,30.22,8.74,101.1
12/03/2019 19:05,55.6,30.04,9.08,101.11
12/03/2019 19:10,55.78,29.82,9.35,101.12
12/03/2019 19:15,55.96,29.6,9.62,101.12
12/03/2019 19:20,56.14,29.34,10.16,101.12
12/03/2019 19:25,56.31,29.09,10.7,101.12
12/03/2019 19:30,56.49,28.91,11.08,101.13
12/03/2019 19:35,56.67,28.73,11.45,101.14
12/03/2019 19:40,56.84,28.54,11.85,101.15
12/03/2019 19:45,57.02,28.35,12.25,101.15
12/03/2019 19:50,57.2,28.3,12.4,101.16
12/03/2019 19:55,57.38,28.25,12.54,101.17
12/03/2019 20:00,57.55,28.08,12.62,101.17
12/03/2019 20:05,57.73,27.9,12.71,101.17
12/03/2019 20:10,57.91,27.74,12.7,101.18
12/03/2019 20:15,58.08,27.59,12.68,101.18
12/03/2019 20:20,58.26,27.62,12.1,101.19
12/03/2019 20:25,58.44,27.66,11.51,101.2
12/03/2019 20:30,58.61,27.53,11.64,101.22
12/03/2019 20:35,58.79,27.4,11.77,101.23
12/03/2019 20:40,58.97,27.2,12.16,101.24
12/03/2019 20:45,59.15,27,12.55,101.25
12/03/2019 20:50,59.32,26.98,12.39,101.26
12/03/2019 20:55,59.5,26.97,12.23,101.26
12/03/2019 21:00,59.68,27,11.78,101.27
12/03/2019 21:05,59.85,27.03,11.34,101.28
12/03/2019 21:10,60.03,27.15,10.94,101.29
12/03/2019 21:15,60.21,27.27,10.55,101.3
12/03/2019 21:20,60.39,27.16,10.8,101.31
12/03/2019 21:25,60.56,27.04,11.05,101.32
12/03/2019 21:30,60.74,26.73,11.62,101.33
12/03/2019 21:35,60.92,26.42,12.2,101.34
12/03/2019 21:40,61.09,26.44,12.25,101.35
12/03/2019 21:45,61.27,26.47,12.3,101.36
12/03/2019 21:50,61.45,26.02,14.24,101.36
12/03/2019 21:55,61.62,25.58,16.18,101.37
12/03/2019 22:00,61.8,24.62,20.96,101.37
12/03/2019 22:05,61.98,23.67,25.74,101.37
12/03/2019 22:10,62.16,23.32,28.16,101.38
12/03/2019 22:15,62.33,22.96,30.59,101.38
12/03/2019 22:20,62.51,23.06,30.3,101.38
12/03/2019 22:25,62.69,23.16,30.02,101.37
12/03/2019 22:30,62.86,23.26,29.73,101.37
12/03/2019 22:35,63.04,23.06,30.55,101.38
12/03/2019 22:40,63.22,22.86,31.37,101.38
12/03/2019 22:45,63.4,22.54,33.38,101.39
12/03/2019 22:50,63.57,22.23,35.4,101.4
12/03/2019 22:55,63.75,22.06,36.58,101.4
12/03/2019 23:00,63.93,21.88,37.77,101.41
12/03/2019 23:05,64.1,21.65,39,101.41
12/03/2019 23:10,64.28,21.42,40.22,101.41
12/03/2019 23:15,64.46,21.26,41.15,101.41
12/03/2019 23:20,64.64,21.09,42.08,101.41
12/03/2019 23:25,64.81,20.94,42.44,101.41
12/03/2019 23:30,64.99,20.8,42.8,101.41
12/03/2019 23:35,65.17,20.93,41.75,101.41
12/03/2019 23:40,65.34,21.06,40.7,101.4
12/03/2019 23:45,65.52,21.19,39.65,101.4
12/03/2019 23:50,65.7,21.32,38.61,101.4
12/03/2019 23:55,65.88,21.44,37.56,101.4
13/03/2019 0:00,66.05,21.57,36.51,101.39
13/03/2019 0:05,66.23,21.7,35.46,101.39
13/03/2019 0:10,66.41,21.83,34.41,101.39
13/03/2019 0:15,66.58,21.96,33.36,101.38
13/03/2019 0:20,66.76,22.09,32.32,101.38
13/03/2019 0:25,66.94,22.22,31.27,101.38
13/03/2019 0:30,67.11,22.35,30.22,101.37
13/03/2019 0:35,67.29,22.48,29.17,101.37
13/03/2019 0:40,67.47,22.61,28.12,101.37
13/03/2019 0:45,67.65,22.74,27.07,101.36
13/03/2019 0:50,67.82,22.86,26.02,101.36
13/03/2019 0:55,68,22.99,24.98,101.36
13/03/2019 1:00,68.18,23.12,23.93,101.36
13/03/2019 1:05,68.35,23.25,22.88,101.35
13/03/2019 1:10,68.53,23.38,21.83,101.35
13/03/2019 1:15,68.71,23.36,22.02,101.34
13/03/2019 1:20,68.89,23.34,22.2,101.33
13/03/2019 1:25,69.06,23.34,22.21,101.33
13/03/2019 1:30,69.24,23.35,22.21,101.33
13/03/2019 1:35,69.42,23.35,22.22,101.33
13/03/2019 1:40,69.59,23.35,22.23,101.33
13/03/2019 1:45,69.77,23.36,22.24,101.34
13/03/2019 1:50,69.95,23.36,22.24,101.34
13/03/2019 1:55,70.12,23.36,22.25,101.34
13/03/2019 2:00,70.3,23.36,22.26,101.34
13/03/2019 2:05,70.48,23.37,22.27,101.34
13/03/2019 2:10,70.66,23.37,22.27,101.34
13/03/2019 2:15,70.83,23.37,22.28,101.34
13/03/2019 2:20,71.01,23.38,22.29,101.34
13/03/2019 2:25,71.19,23.38,22.3,101.34
13/03/2019 2:30,71.36,23.38,22.3,101.35
13/03/2019 2:35,71.54,23.39,22.31,101.35
13/03/2019 2:40,71.72,23.39,22.32,101.35
13/03/2019 2:45,71.9,23.39,22.33,101.35
13/03/2019 2:50,72.07,23.4,22.33,101.35
13/03/2019 2:55,72.25,23.4,22.34,101.35
13/03/2019 3:00,72.43,23.4,22.35,101.35
13/03/2019 3:05,72.6,23.41,22.36,101.35
13/03/2019 3:10,72.78,23.41,22.36,101.36
13/03/2019 3:15,72.96,23.41,22.37,101.36
13/03/2019 3:20,73.14,23.41,22.38,101.36
13/03/2019 3:25,73.31,23.42,22.39,101.36
13/03/2019 3:30,73.49,23.42,22.39,101.36
13/03/2019 3:35,73.67,23.42,22.4,101.36
13/03/2019 3:40,73.84,23.43,22.41,101.36
13/03/2019 3:45,74.02,23.43,22.42,101.36
13/03/2019 3:50,74.2,23.43,22.42,101.36
13/03/2019 3:55,74.38,23.44,22.43,101.37
13/03/2019 4:00,74.55,23.44,22.44,101.37
13/03/2019 4:05,74.73,23.44,22.45,101.37
13/03/2019 4:10,74.91,23.45,22.45,101.37
13/03/2019 4:15,75.08,23.45,22.46,101.37
13/03/2019 4:20,75.26,23.45,22.47,101.37
13/03/2019 4:25,75.44,23.45,22.48,101.37
13/03/2019 4:30,75.61,23.46,22.48,101.37
13/03/2019 4:35,75.79,23.46,22.49,101.37
13/03/2019 4:40,75.97,23.46,22.5,101.38
13/03/2019 4:45,76.15,23.47,22.51,101.38
13/03/2019 4:50,76.32,23.47,22.51,101.38
13/03/2019 4:55,76.5,23.47,22.52,101.38
13/03/2019 5:00,76.68,23.48,22.53,101.38
13/03/2019 5:05,76.85,23.48,22.54,101.38
13/03/2019 5:10,77.03,23.48,22.54,101.38
13/03/2019 5:15,77.21,23.49,22.55,101.38
13/03/2019 5:20,77.39,23.49,22.56,101.39
13/03/2019 5:25,77.56,23.49,22.57,101.39
13/03/2019 5:30,77.74,23.5,22.57,101.39
13/03/2019 5:35,77.92,23.5,22.58,101.39
13/03/2019 5:40,78.09,23.5,22.59,101.39
13/03/2019 5:45,78.27,23.5,22.6,101.39
13/03/2019 5:50,78.45,23.51,22.6,101.39
13/03/2019 5:55,78.62,23.51,22.61,101.39
13/03/2019 6:00,78.8,23.51,22.62,101.39
13/03/2019 6:05,78.98,23.52,22.63,101.4
13/03/2019 6:10,79.16,23.52,22.63,101.4
13/03/2019 6:15,79.33,23.52,22.64,101.4
13/03/2019 6:20,79.51,23.53,22.65,101.4
13/03/2019 6:25,79.69,23.53,22.66,101.4
13/03/2019 6:30,79.86,23.53,22.66,101.4
13/03/2019 6:35,80.04,23.54,22.67,101.4
13/03/2019 6:40,80.22,23.54,22.68,101.4
13/03/2019 6:45,80.4,23.54,22.69,101.4
13/03/2019 6:50,80.57,23.54,22.69,101.41
13/03/2019 6:55,80.75,23.55,22.7,101.41
13/03/2019 7:00,80.93,23.55,22.71,101.41
13/03/2019 7:05,81.1,23.55,22.72,101.41
13/03/2019 7:10,81.28,23.56,22.72,101.41
13/03/2019 7:15,81.46,23.56,22.73,101.41
13/03/2019 7:20,81.64,23.56,22.74,101.41
13/03/2019 7:25,81.81,23.57,22.75,101.41
13/03/2019 7:30,81.99,23.57,22.75,101.42
13/03/2019 7:35,82.17,23.57,22.76,101.42
13/03/2019 7:40,82.34,23.58,22.77,101.42
13/03/2019 7:45,82.52,23.58,22.78,101.42
13/03/2019 7:50,82.7,23.58,22.78,101.42
13/03/2019 7:55,82.88,23.59,22.79,101.42
13/03/2019 8:00,83.05,23.59,22.8,101.42
13/03/2019 8:05,83.23,23.59,22.81,101.42
13/03/2019 8:10,83.41,23.59,22.81,101.42
13/03/2019 8:15,83.58,23.6,22.82,101.43
13/03/2019 8:20,83.76,23.6,22.83,101.43
13/03/2019 8:25,83.94,23.6,22.84,101.43
13/03/2019 8:30,84.11,23.61,22.84,101.43
13/03/2019 8:35,84.29,23.61,22.85,101.43
13/03/2019 8:40,84.47,24.28,21.86,101.43
13/03/2019 8:45,84.65,24.94,20.87,101.42
13/03/2019 8:50,84.82,25.72,19.38,101.43
13/03/2019 8:55,85,26.51,17.89,101.43
13/03/2019 9:00,84.95,27.04,16.26,101.44
13/03/2019 9:05,84.89,27.57,14.62,101.44
13/03/2019 9:10,84.84,28.22,13.49,101.44
13/03/2019 9:15,84.78,28.88,12.36,101.44
13/03/2019 9:20,84.73,29.54,11.23,101.45
13/03/2019 9:25,84.68,30.19,10.1,101.45
13/03/2019 9:30,84.62,30.49,9.76,101.46
13/03/2019 9:35,84.57,30.79,9.42,101.46
13/03/2019 9:40,84.51,30.91,9.21,101.48
13/03/2019 9:45,84.46,31.03,9,101.49
13/03/2019 9:50,84.41,31.54,8.87,101.5
13/03/2019 9:55,84.35,32.04,8.74,101.5
13/03/2019 10:00,84.3,32.25,8.29,101.5
13/03/2019 10:05,84.24,32.47,7.84,101.5
13/03/2019 10:10,84.19,32.74,7.53,101.49
13/03/2019 10:15,84.14,33,7.22,101.48
13/03/2019 10:20,84.08,32.99,7.14,101.48
13/03/2019 10:25,84.03,32.98,7.06,101.48
13/03/2019 10:30,83.97,33.59,6.96,101.48
13/03/2019 10:35,83.92,34.2,6.87,101.48
13/03/2019 10:40,83.86,34.52,6.46,101.48
13/03/2019 10:45,83.81,34.83,6.04,101.47
13/03/2019 10:50,83.76,34.6,6.04,101.46
13/03/2019 10:55,83.7,34.36,6.03,101.45
13/03/2019 11:00,83.65,34.67,6.02,101.44
13/03/2019 11:05,83.59,34.98,6,101.44
13/03/2019 11:10,83.54,35.27,5.58,101.44
13/03/2019 11:15,83.49,35.56,5.16,101.44
13/03/2019 11:20,83.43,36.01,4.94,101.44
13/03/2019 11:25,83.38,36.46,4.71,101.43
13/03/2019 11:30,83.32,36.36,4.59,101.43
13/03/2019 11:35,83.27,36.25,4.47,101.43
13/03/2019 11:40,83.22,36.52,4.22,101.42
13/03/2019 11:45,83.16,36.78,3.98,101.4
13/03/2019 11:50,83.11,36.8,4.08,101.4
13/03/2019 11:55,83.05,36.81,4.17,101.4
13/03/2019 12:00,83,36.9,3.96,101.4
13/03/2019 12:05,82.97,36.99,3.74,101.39
13/03/2019 12:10,82.94,37.16,3.61,101.38
13/03/2019 12:15,82.92,37.32,3.47,101.38
13/03/2019 12:20,82.89,37.39,3.31,101.37
13/03/2019 12:25,82.86,37.47,3.15,101.36
13/03/2019 12:30,82.83,37.51,3.08,101.35
13/03/2019 12:35,82.81,37.55,3,101.34
13/03/2019 12:40,82.78,37.59,2.93,101.34
13/03/2019 12:45,82.75,37.63,2.86,101.33
13/03/2019 12:50,82.72,36.84,3.17,101.32
13/03/2019 12:55,82.69,36.05,3.48,101.32
13/03/2019 13:00,82.67,35.96,3.66,101.3
13/03/2019 13:05,82.64,35.87,3.84,101.29
13/03/2019 13:10,82.61,36.24,3.66,101.28
13/03/2019 13:15,82.58,36.62,3.48,101.28
13/03/2019 13:20,82.56,37.08,3.2,101.27
13/03/2019 13:25,82.53,37.55,2.93,101.26
13/03/2019 13:30,82.5,37.66,2.83,101.26
13/03/2019 13:35,82.47,37.78,2.73,101.25
13/03/2019 13:40,82.44,37.8,2.74,101.24
13/03/2019 13:45,82.42,37.82,2.74,101.22
13/03/2019 13:50,82.39,38.06,2.67,101.21
13/03/2019 13:55,82.36,38.29,2.6,101.2
13/03/2019 14:00,82.33,37.8,2.48,101.2
13/03/2019 14:05,82.31,37.3,2.35,101.19
13/03/2019 14:10,82.28,37.23,2.43,101.18
13/03/2019 14:15,82.25,37.16,2.51,101.17
13/03/2019 14:20,82.22,36.93,2.59,101.16
13/03/2019 14:25,82.19,36.7,2.67,101.15
13/03/2019 14:30,82.17,36.44,2.86,101.15
13/03/2019 14:35,82.14,36.17,3.05,101.14
13/03/2019 14:40,82.11,36.2,2.99,101.14
13/03/2019 14:45,82.08,36.22,2.93,101.13
13/03/2019 14:50,82.06,36.28,2.81,101.12
13/03/2019 14:55,82.03,36.35,2.69,101.12
13/03/2019 15:00,82,36.42,2.57,101.11
13/03/2019 15:05,82.14,36.48,2.45,101.1
13/03/2019 15:10,82.27,36.6,2.38,101.1
13/03/2019 15:15,82.41,36.71,2.3,101.09
13/03/2019 15:20,82.54,36.7,2.01,101.08
13/03/2019 15:25,82.68,36.68,1.72,101.07
13/03/2019 15:30,82.81,36.59,1.95,101.06
13/03/2019 15:35,82.95,36.5,2.18,101.05
13/03/2019 15:40,83.08,36.44,2.2,101.04
13/03/2019 15:45,83.22,36.39,2.23,101.04
13/03/2019 15:50,83.35,36.24,2.1,101.04
13/03/2019 15:55,83.49,36.09,1.98,101.03
13/03/2019 16:00,83.62,35.98,1.94,101.02
13/03/2019 16:05,83.76,35.88,1.91,101.02
13/03/2019 16:10,83.89,35.72,1.85,101.02
13/03/2019 16:15,84.03,35.56,1.79,101.02
13/03/2019 16:20,84.16,35.63,1.89,101.02
13/03/2019 16:25,84.3,35.78,2.2,101.02
13/03/2019 16:30,84.43,35.92,2.51,101.02
13/03/2019 16:35,84.57,35.74,2.26,101.02
13/03/2019 16:40,84.7,35.56,2,101.02
13/03/2019 16:45,84.84,35.46,1.94,101
13/03/2019 16:50,84.97,35.35,1.89,100.99
13/03/2019 16:55,85.11,35.32,2.06,100.98
13/03/2019 17:00,85.24,35.29,2.24,100.98
13/03/2019 17:05,85.38,35.18,2.13,100.98
13/03/2019 17:10,85.51,35.07,2.03,100.98
13/03/2019 17:15,85.65,34.97,2.08,100.98
13/03/2019 17:20,85.78,34.87,2.14,100.99
13/03/2019 17:25,85.92,34.77,2.19,101
13/03/2019 17:30,86.05,34.67,2.25,101
13/03/2019 17:35,86.19,34.48,2.34,101
13/03/2019 17:40,86.32,34.28,2.44,101.01
13/03/2019 17:45,86.46,34.18,2.87,101.01
13/03/2019 17:50,86.59,34.09,3.3,101.01
13/03/2019 17:55,86.73,33.8,4.07,101.01
13/03/2019 18:00,86.86,33.5,4.84,101.01
13/03/2019 18:05,87,33.16,5.26,101.01
13/03/2019 18:10,87.01,32.82,5.67,101.01
13/03/2019 18:15,87.03,32.65,5.6,101
13/03/2019 18:20,87.04,32.48,5.52,101
13/03/2019 18:25,87.05,32.26,5.82,101
13/03/2019 18:30,87.07,32.05,6.11,101.01
13/03/2019 18:35,87.08,31.84,6.4,101.02
13/03/2019 18:40,87.1,31.62,6.7,101.02
13/03/2019 18:45,87.11,31.42,6.94,101.02
13/03/2019 18:50,87.12,31.21,7.17,101.02
13/03/2019 18:55,87.14,30.96,7.33,101.02
13/03/2019 19:00,87.15,30.72,7.49,101.02
13/03/2019 19:05,87.16,30.44,7.46,101.02
13/03/2019 19:10,87.18,30.17,7.43,101.03
13/03/2019 19:15,87.19,30,7.35,101.04
13/03/2019 19:20,87.21,29.83,7.27,101.04
13/03/2019 19:25,87.22,29.56,7.78,101.04
13/03/2019 19:30,87.23,29.28,8.3,101.04
13/03/2019 19:35,87.25,29.21,8.28,101.04
13/03/2019 19:40,87.26,29.14,8.25,101.05
13/03/2019 19:45,87.27,28.94,8.36,101.06
13/03/2019 19:50,87.29,28.74,8.48,101.08
13/03/2019 19:55,87.3,28.62,8.77,101.08
13/03/2019 20:00,87.32,28.51,9.06,101.09
13/03/2019 20:05,87.33,28.3,9.38,101.1
13/03/2019 20:10,87.34,28.09,9.7,101.1
13/03/2019 20:15,87.36,27.89,9.89,101.1
13/03/2019 20:20,87.37,27.69,10.08,101.11
13/03/2019 20:25,87.38,27.74,9.88,101.11
13/03/2019 20:30,87.4,27.78,9.69,101.11
13/03/2019 20:35,87.41,27.6,9.88,101.12
13/03/2019 20:40,87.42,27.43,10.08,101.12
13/03/2019 20:45,87.44,27.4,10.16,101.12
13/03/2019 20:50,87.45,27.36,10.24,101.13
13/03/2019 20:55,87.47,27.49,10.07,101.14
13/03/2019 21:00,87.48,27.63,9.9,101.15
13/03/2019 21:05,87.49,27.64,10.28,101.16
13/03/2019 21:10,87.51,27.64,10.67,101.16
13/03/2019 21:15,87.52,27.66,10.84,101.16
13/03/2019 21:20,87.53,27.67,11.01,101.17
13/03/2019 21:25,87.55,27.84,11,101.18
13/03/2019 21:30,87.56,28.01,11,101.18
13/03/2019 21:35,87.58,27.87,11.71,101.19
13/03/2019 21:40,87.59,27.73,12.42,101.2
13/03/2019 21:45,87.6,27.47,13.48,101.21
13/03/2019 21:50,87.62,27.21,14.54,101.22
13/03/2019 21:55,87.63,26.98,15.64,101.22
13/03/2019 22:00,87.64,26.75,16.75,101.23
13/03/2019 22:05,87.66,26.73,17.56,101.23
13/03/2019 22:10,87.67,26.71,18.38,101.23
13/03/2019 22:15,87.68,26.74,18.77,101.24
13/03/2019 22:20,87.7,26.77,19.17,101.24
13/03/2019 22:25,87.71,26.6,19.78,101.24
13/03/2019 22:30,87.73,26.44,20.39,101.25
13/03/2019 22:35,87.74,26.28,20.93,101.25
13/03/2019 22:40,87.75,26.12,21.47,101.25
13/03/2019 22:45,87.77,26.03,21.65,101.25
13/03/2019 22:50,87.78,25.94,21.83,101.25
13/03/2019 22:55,87.79,25.87,21.92,101.25
13/03/2019 23:00,87.81,25.79,22,101.26
13/03/2019 23:05,87.82,25.72,22.09,101.26
13/03/2019 23:10,87.84,25.58,22.34,101.26
13/03/2019 23:15,87.85,25.43,22.58,101.25
13/03/2019 23:20,87.86,25.41,22.25,101.25
13/03/2019 23:25,87.88,25.39,21.92,101.25
13/03/2019 23:30,87.89,25.34,21.69,101.24
13/03/2019 23:35,87.9,25.29,21.46,101.24
13/03/2019 23:40,87.92,25.28,21.3,101.24
13/03/2019 23:45,87.93,25.26,21.15,101.24
13/03/2019 23:50,87.95,25.26,21.1,101.24
13/03/2019 23:55,87.96,25.26,21.04,101.24
14/03/2019 0:00,87.97,25.16,21.15,101.24
14/03/2019 0:05,87.99,25.05,21.26,101.23
14/03/2019 0:10,88,24.9,21.2,101.23
14/03/2019 0:15,87.97,24.75,21.15,101.23
14/03/2019 0:20,87.94,24.8,20.65,101.22
14/03/2019 0:25,87.92,24.84,20.15,101.22
14/03/2019 0:30,87.89,24.68,20.55,101.22
14/03/2019 0:35,87.86,24.52,20.95,101.22
14/03/2019 0:40,87.83,24.26,21.3,101.22
14/03/2019 0:45,87.81,24,21.64,101.21
14/03/2019 0:50,87.78,23.88,21.82,101.21
14/03/2019 0:55,87.75,23.77,21.99,101.21
14/03/2019 1:00,87.72,23.6,22.23,101.21
14/03/2019 1:05,87.69,23.43,22.47,101.21
14/03/2019 1:10,87.67,23.22,22.47,101.2
14/03/2019 1:15,87.64,23.02,22.47,101.19
14/03/2019 1:20,87.61,22.92,22.22,101.18
